KED	Kaédi Airport	Kaédi, Mauritania	https://en.wikipedia.org/wiki/Ka%C3%A9di_Airport
KEE	Kelle Airport	Kellé, Republic of the Congo	https://en.wikipedia.org/wiki/Kelle_Airport
KEF	Keflavík International Airport	Reykjavík, Iceland	https://en.wikipedia.org/wiki/Keflav%C3%ADk_International_Airport
KEG	Keglsugl Airport	Keglsugl, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KEH	Kenmore Air Harbor (FAA: S60)	Kenmore, Washington, United States	https://en.wikipedia.org/wiki/Kenmore_Air_Harbor
KEI	Kepi Airport	Kepi, Indonesia	https://en.wikipedia.org/wiki/Kepi,_Indonesia
KEJ	Kemerovo International Airport	Kemerovo, Kemerovo Oblast, Russia	https://en.wikipedia.org/wiki/Kemerovo_International_Airport
KEK	Ekwok Airport	Ekwok, Alaska, United States	https://en.wikipedia.org/wiki/Ekwok_Airport
KEL	Kiel Airport	Kiel, Schleswig-Holstein, Germany	https://en.wikipedia.org/wiki/Kiel_Airport
KEM	Kemi-Tornio Airport	Kemi / Tornio, Finland	https://en.wikipedia.org/wiki/Kemi-Tornio_Airport
KEN	Kenema Airport	Kenema, Sierra Leone	https://en.wikipedia.org/wiki/Kenema_Airport
KEO	Odienné Airport	Odienné, Ivory Coast	https://en.wikipedia.org/wiki/Odienn%C3%A9_Airport
KEP	Nepalgunj Airport	Nepalgunj, Nepal	https://en.wikipedia.org/wiki/Nepalgunj_Airport
KEQ	Kebar Airport	Kebar, Indonesia	https://en.wikipedia.org/wiki/Indonesia
KER	Kerman Airport	Kerman, Iran	https://en.wikipedia.org/wiki/Kerman_Airport
KES	Kelsey Airport	Kelsey, Manitoba, Canada	https://en.wikipedia.org/wiki/Kelsey_Airport
KET	Kengtung Airport	Kengtung, Myanmar	https://en.wikipedia.org/wiki/Kengtung_Airport
KEU	Keekorok Airport	Keekorok, Kenya	https://en.wikipedia.org/wiki/Keekorok_Airport
KEV	Halli Airport	Kuorevesi, Finland	https://en.wikipedia.org/wiki/Halli_Airport
KEW	Keewaywin Airport (TC LID: CPV8)	Keewaywin, Ontario, Canada	https://en.wikipedia.org/wiki/Keewaywin_Airport
KEX	Kanabea Airport	Kanabea, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KEY	Kericho Airport	Kericho, Kenya	https://en.wikipedia.org/wiki/Kericho_Airport
KEZ	Kelani River-Peliyagoda Waterdrome	Colombo, Sri Lanka	https://en.wikipedia.org/wiki/Kelani_River-Peliyagoda_Waterdrome
KFA	Kiffa Airport	Kiffa, Mauritania	https://en.wikipedia.org/wiki/Kiffa_Airport
KFE	Fortescue Dave Forrest Airport	Cloudbreak, Western Australia, Australia	https://en.wikipedia.org/wiki/Fortescue_Dave_Forrest_Airport
KFG	Kalkgurung Airport	Kalkarindji, Northern Territory, Australia	https://en.wikipedia.org/wiki/Kalkgurung_Airport
KFM	Kirby Lake Airport	Wood Buffalo, Alberta, Canada	https://en.wikipedia.org/wiki/Kirby_Lake_Airport
KFP	False Pass Airport	False Pass, Alaska, United States	https://en.wikipedia.org/wiki/False_Pass_Airport
KFS	Kastamonu Airport	Kastamonu, Turkey	https://en.wikipedia.org/wiki/Kastamonu_Airport
KFZ	Kukës International Airport	Kukës, Albania	https://en.wikipedia.org/wiki/Kuk%C3%ABs_International_Airport_Shaikh_Zayed
KGA	Kananga Airport	Kananga, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kananga_Airport
KGB	Konge Airport	Konge, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KGC	Kingscote Airport	Cygnet River, South Australia, Australia	https://en.wikipedia.org/wiki/Kingscote_Airport
KGD	Khrabrovo Airport	Kaliningrad, Kaliningrad Oblast, Russia	https://en.wikipedia.org/wiki/Khrabrovo_Airport
KGE	Kaghau Airport	Kaghau Island, Solomon Islands	https://en.wikipedia.org/wiki/Kaghau_Airport
KGF	Sary-Arka Airport	Karaganda, Kazakhstan	https://en.wikipedia.org/wiki/Sary-Arka_Airport
KGG	Kédougou Airport	Kédougou, Senegal	https://en.wikipedia.org/wiki/K%C3%A9dougou_Airport
KGH	Yongai Airport	Yongai, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KGI	Kalgoorlie-Boulder Airport	Kalgoorlie, Western Australia, Australia	https://en.wikipedia.org/wiki/Kalgoorlie-Boulder_Airport
KGJ	Karonga Airport	Karonga, Malawi	https://en.wikipedia.org/wiki/Karonga_Airport
KGK	Koliganek Airport (FAA: JZZ)	Koliganek, Alaska, United States	https://en.wikipedia.org/wiki/Koliganek_Airport
KGL	Kigali International Airport (Kanombe Airport)	Kigali, Rwanda	https://en.wikipedia.org/wiki/Kigali_International_Airport
KGM	Kungim Airport	Kungim, Papua New Guinea	https://en.wikipedia.org#cite_note-IATA-1
KGN	Kasongo Lunda Airport	Kasongo Lunda, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kasongo_Lunda_Airport
KGO	Kirovohrad Airport	Kropyvnytskyi, Ukraine	https://en.wikipedia.org/wiki/Kropyvnytskyi
KGP	Kogalym International Airport	Kogalym, Khanty-Mansi Autonomous Okrug, Russia	https://en.wikipedia.org/wiki/Kogalym_International_Airport
KGR	Kulgera Airport	Kulgera, Northern Territory, Australia	https://en.wikipedia.org/wiki/Kulgera,_Northern_Territory
KGS	Kos Island International Airport	Kos, Greece	https://en.wikipedia.org/wiki/Kos_Island_International_Airport
KGT	Kangding Airport	Kangding, Sichuan, China	https://en.wikipedia.org/wiki/Kangding_Airport
KGU	Keningau Airport	Keningau, Sabah, Malaysia	https://en.wikipedia.org/wiki/Keningau_Airport
KGW	Kagi Airport	Kagi, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KGX	Grayling Airport	Grayling, Alaska, United States	https://en.wikipedia.org/wiki/Grayling_Airport
KGY	Kingaroy Airport	Kingaroy, Queensland, Australia	https://en.wikipedia.org/wiki/Kingaroy_Airport
KGZ	Glacier Creek Airport	Glacier Creek, Alaska, United States	https://en.wikipedia.org/wiki/Alaska
KHA	Khaneh Airport (Piranshahr Airport)	Piranshahr (Khaneh), Iran	https://en.wikipedia.org/wiki/Piranshahr
KHC	Kerch Airport (Voykovo Airport)	Kerch, Ukraine	https://en.wikipedia.org/wiki/Kerch_Airport
KHD	Khorramabad Airport	Khorramabad, Iran	https://en.wikipedia.org/wiki/Khorramabad_Airport
KHE	Kherson International Airport	Kherson, Ukraine	https://en.wikipedia.org/wiki/Kherson_International_Airport
KHG	Kashgar Airport (Kashi Airport)	Kashgar, Xinjiang, China	https://en.wikipedia.org/wiki/Kashgar_Airport
KHH	Kaohsiung International Airport	Kaohsiung, Taiwan	https://en.wikipedia.org/wiki/Kaohsiung_International_Airport
KHI	Jinnah International Airport	Karachi, Pakistan	https://en.wikipedia.org/wiki/Jinnah_International_Airport
KHJ	Kauhajoki Airfield	Kauhajoki, Finland	https://en.wikipedia.org/wiki/Kauhajoki_Airfield
KHK	Kharg Airport	Kharg Island, Iran	https://en.wikipedia.org/wiki/Kharg_Airport
KHM	Khamti Airport	Khamti, Myanmar	https://en.wikipedia.org/wiki/Khamti_Airport
KHN	Nanchang Changbei International Airport	Nanchang, Jiangxi, China	https://en.wikipedia.org/wiki/Nanchang_Changbei_International_Airport
KHO	Khoka Moya Airport	Manyeleti, South Africa	https://en.wikipedia.org/wiki/Manyeleti_Game_Reserve
KHR	Kharkhorin Airport	Kharkhorin, Mongolia	https://en.wikipedia.org/wiki/Kharkhorin_Airport
KHS	Khasab Airport	Khasab, Oman	https://en.wikipedia.org/wiki/Khasab_Airport
KHT	Khost Airfield	Khost, Afghanistan	https://en.wikipedia.org/wiki/Khost_Airfield
KHU	Kremenchuk Airport	Kremenchuk, Ukraine	https://en.wikipedia.org/wiki/Kremenchuk_Airport
KHV	Khabarovsk Novy Airport	Khabarovsk, Khabarovsk Krai, Russia	https://en.wikipedia.org/wiki/Khabarovsk_Novy_Airport
KHW	Khwai River Airport	Khwai River Lodge, Botswana	https://en.wikipedia.org/wiki/Khwai_River_Airport
KHX	Kihihi Airstrip	Kihihi, Uganda	https://en.wikipedia.org/wiki/Savannah_Airstrip
KHY	Khoy Airport	Khoy, Iran	https://en.wikipedia.org/wiki/Khoy_Airport
KHZ	Kauehi Aerodrome	Kauehi, Tuamotus, French Polynesia	https://en.wikipedia.org/wiki/Kauehi_Aerodrome
KIA	Kaiapit Airport	Kaiapit, Papua New Guinea	https://en.wikipedia.org/wiki/Kaiapit
KIB	Ivanof Bay Seaplane Base	Ivanof Bay, Alaska, United States	https://en.wikipedia.org/wiki/Ivanof_Bay,_Alaska
KIC	Mesa Del Rey Airport	King City, California, United States	https://en.wikipedia.org/wiki/Mesa_Del_Rey_Airport
KID	Kristianstad Airport	Kristianstad, Sweden	https://en.wikipedia.org/wiki/Kristianstad_Airport
KIE	Aropa Airport	Kieta, Papua New Guinea	https://en.wikipedia.org/wiki/Aropa_Airport
KIF	Kingfisher Lake Airport	Kingfisher Lake, Ontario, Canada	https://en.wikipedia.org/wiki/Kingfisher_Lake_Airport
KIG	Koingnaas Airport	Koingnaas, South Africa	https://en.wikipedia.org/wiki/Koingnaas
KIH	Kish International Airport	Kish Island, Iran	https://en.wikipedia.org/wiki/Kish_International_Airport
KII	Kibuli Airport	Kibuli, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KIJ	Niigata Airport	Niigata, Honshu, Japan	https://en.wikipedia.org/wiki/Niigata_Airport
KIK	Kirkuk Airport	Kirkuk, Iraq	https://en.wikipedia.org/wiki/Kirkuk_Airport
KIL	Kilwa Airport	Kilwa, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kilwa,_Democratic_Republic_of_the_Congo
KIM	Kimberley Airport	Kimberley, South Africa	https://en.wikipedia.org/wiki/Kimberley_Airport
KIN	Norman Manley International Airport	Kingston, Jamaica	https://en.wikipedia.org/wiki/Norman_Manley_International_Airport
KIO	Kili Airport (FAA: Q51)	Kili Island, Marshall Islands	https://en.wikipedia.org/wiki/Kili_Airport
KIP	Kickapoo Downtown Airport (FAA: CWC)	Wichita Falls, Texas, United States	https://en.wikipedia.org/wiki/Kickapoo_Downtown_Airport
KIQ	Kira Airport	Kira, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KIR	Kerry Airport (Farranfore Airport)	Kerry, Ireland	https://en.wikipedia.org/wiki/Kerry_Airport
KIS	Kisumu International Airport	Kisumu, Kenya	https://en.wikipedia.org/wiki/Kisumu_International_Airport
KIT	Kithira Island National Airport	Kythira, Greece	https://en.wikipedia.org/wiki/Kithira_Island_National_Airport
KIU	Kiunga Airport	Kiunga, Kenya	https://en.wikipedia.org/wiki/Kiunga,_Kenya
KIW	Southdowns Airport	Kitwe, Zambia	https://en.wikipedia.org/wiki/Southdowns_Airport
KIX	Kansai International Airport	Osaka, Honshu, Japan	https://en.wikipedia.org/wiki/Kansai_International_Airport
KIY	Kilwa Masoko Airport	Kilwa Masoko, Tanzania	https://en.wikipedia.org/wiki/Kilwa_Masoko_Airport
KIZ	Kikinonda Airport	Kikinonda, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KJA	Yemelyanovo International Airport	Krasnoyarsk, Krasnoyarsk Krai, Russia	https://en.wikipedia.org/wiki/Yemelyanovo_International_Airport
KJB	Kurnool Airport	Orvakal, Andhra Pradesh, India	https://en.wikipedia.org/wiki/Kurnool_Airport
KJH	Kaili Huangping Airport	Kaili, Guizhou, China	https://en.wikipedia.org/wiki/Kaili_Huangping_Airport
KJI	Kanas Airport	Burqin, Xinjiang, China	https://en.wikipedia.org/wiki/Kanas_Airport
KJK	Kortrijk–Wevelgem International Airport	Kortrijk, Belgium	https://en.wikipedia.org/wiki/Flanders_International_Airport
KJP	Kerama Airport	Fukaji Island, Kerama Islands, Japan	https://en.wikipedia.org/wiki/Kerama_Airport
KJT	Kertajati International Airport	Majalengka, West Java, Indonesia	https://en.wikipedia.org/wiki/Kertajati_International_Airport
KJU	Kamiraba Airport	Kamiraba, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KJX	Blangpidie Airport	Blangpidie, Southwest Aceh Regency, Indonesia	https://en.wikipedia.org/wiki/Blangpidie_Airport
KKA	Koyuk Alfred Adams Airport	Koyuk, Alaska, United States	https://en.wikipedia.org/wiki/Koyuk_Alfred_Adams_Airport
KKB	Kitoi Bay Seaplane Base	Kitoi Bay, Alaska, United States	https://en.wikipedia.org/wiki/Kitoi_Bay_Seaplane_Base
KKC	Khon Kaen Airport	Khon Kaen, Thailand	https://en.wikipedia.org/wiki/Khon_Kaen_Airport
KKD	Kokoda Airport	Kokoda, Papua New Guinea	https://en.wikipedia.org/wiki/Kokoda_Airport
KKE	Kerikeri Airport (Bay of Islands Airport)	Kerikeri, New Zealand	https://en.wikipedia.org/wiki/Kerikeri_Airport
KKG	Konawaruk Airport	Konawaruk, Guyana	https://en.wikipedia.org/wiki/Guyana
KKH	Kongiganak Airport (FAA: DUY)	Kongiganak, Alaska, United States	https://en.wikipedia.org/wiki/Kongiganak_Airport
KKI	Akiachak Airport (FAA: Z13)	Akiachak, Alaska, United States	https://en.wikipedia.org/wiki/Akiachak_Airport
KKJ	Kitakyushu Airport	Kitakyushu, Kyushu, Japan	https://en.wikipedia.org/wiki/Kitakyushu_Airport
KKK	Kalakaket Creek Air Station (FAA: 1KC)	Kalakaket Creek, Alaska, United States (Google Earth view)	https://en.wikipedia.org/wiki/Kalakaket_Creek_Air_Station
KKL	Karluk Lake Seaplane Base	Karluk Lake, Alaska, United States	https://en.wikipedia.org/wiki/Alaska
KKM	Khok Kathiam Air Force Base	Lopburi, Thailand	https://en.wikipedia.org/wiki/Khok_Kathiam_Air_Force_Base
KKN	Kirkenes Airport, Høybuktmoen	Kirkenes, Norway	https://en.wikipedia.org/wiki/Kirkenes_Airport,_H%C3%B8ybuktmoen
KKO	Kaikohe Aerodrome	Kaikohe, New Zealand	https://en.wikipedia.org/wiki/Kaikohe_Aerodrome
KKP	Koolburra Airport	Koolburra, Queensland, Australia	https://en.wikipedia.org/wiki/Queensland
KKQ	Krasnoselkup Airport	Krasnoselkup, Yamalo-Nenets Autonomous Okrug, Russia	https://en.wikipedia.org#cite_note-IATA-1
KKR	Kaukura Airport	Kaukura Atoll, Tuamotus, French Polynesia	https://en.wikipedia.org/wiki/Kaukura_Airport
KKS	Kashan Airport	Kashan, Isfahan, Iran	https://en.wikipedia.org/wiki/Kashan_Airport
KKT	Kentland Municipal Airport (FAA: 50I)	Kentland, Indiana, United States	https://en.wikipedia.org/wiki/Kentland_Municipal_Airport
KKU	Ekuk Airport	Ekuk, Alaska, United States	https://en.wikipedia.org/wiki/Ekuk,_Alaska
KKW	Kikwit Airport	Kikwit, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kikwit_Airport
KKX	Kikai Airport (Kikaiga Shima Airport)	Kikai, Satsunan Islands, Japan	https://en.wikipedia.org/wiki/Kikai_Airport
KKY	Kilkenny Airport	Kilkenny, Ireland	https://en.wikipedia.org/wiki/Kilkenny_Airport
KKZ	Koh Kong Airport	Koh Kong, Cambodia	https://en.wikipedia.org/wiki/Koh_Kong_Airport
KLB	Kalabo Airport	Kalabo, Zambia	https://en.wikipedia.org/wiki/Kalabo_Airport
KLC	Kaolack Airport	Kaolack, Senegal	https://en.wikipedia.org/wiki/Kaolack_Airport
KLD	Migalovo Air Base	Tver, Tver Oblast, Russia	https://en.wikipedia.org/wiki/Migalovo
KLE	Kaélé Airport	Kaélé, Cameroon	https://en.wikipedia.org/wiki/Ka%C3%A9l%C3%A9_Airport
KLF	Grabtsevo Airport	Kaluga, Kaluga Oblast, Russia	https://en.wikipedia.org/wiki/Grabtsevo_Airport
KLG	Kalskag Airport	Kalskag, Alaska, United States	https://en.wikipedia.org/wiki/Kalskag_Airport
KLH	Kolhapur Airport	Kolhapur, Maharashtra, India	https://en.wikipedia.org/wiki/Kolhapur_Airport
KLI	Kotakoli Air Base	Kotakoli, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kotakoli_Air_Base
KLK	Kalokol Airport (Fergusons Gulf Airport)	Kalokol, Kenya	https://en.wikipedia.org/wiki/Kalokol_Airport
KLL	Levelock Airport (FAA: 9Z8)	Levelock, Alaska, United States	https://en.wikipedia.org/wiki/Levelock_Airport
KLM	Kalaleh Airport	Kalaleh, Iran	https://en.wikipedia.org/wiki/Kalaleh_Airport
KLN	Larsen Bay Airport (FAA: 2A3)	Larsen Bay, Alaska, United States	https://en.wikipedia.org/wiki/Larsen_Bay_Airport
KLO	Kalibo International Airport	Kalibo, Philippines	https://en.wikipedia.org/wiki/Kalibo_International_Airport
KLQ	Keluang Airport	Keluang, Indonesia	https://en.wikipedia.org/wiki/Keluang
KLR	Kalmar Airport	Kalmar, Sweden	https://en.wikipedia.org/wiki/Kalmar_Airport
KLS	Southwest Washington Regional Airport	Kelso, Washington, United States	https://en.wikipedia.org/wiki/Southwest_Washington_Regional_Airport
KLU	Klagenfurt Airport	Klagenfurt, Austria	https://en.wikipedia.org/wiki/Klagenfurt_Airport
KLV	Karlovy Vary Airport	Karlovy Vary, Czech Republic	https://en.wikipedia.org/wiki/Karlovy_Vary_Airport
KLW	Klawock Airport (FAA: AKW)	Klawock, Alaska, United States	https://en.wikipedia.org/wiki/Klawock_Airport
KLX	Kalamata International Airport	Kalamata, Greece	https://en.wikipedia.org/wiki/Kalamata_International_Airport
KLY	Kamisuku Airport	Kalima, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kamisuku_Airport
KLZ	Kleinzee Airport	Kleinzee, South Africa	https://en.wikipedia.org/wiki/Kleinzee_Airport
KMA	Kerema Airport	Kerema, Papua New Guinea	https://en.wikipedia.org/wiki/Kerema_Airport
KMB	Koinambe Airport	Koinambe, Papua New Guinea	https://en.wikipedia.org/wiki/Koinambe_Airport
KMC	King Khaled Military City Airport	King Khalid Military City, Saudi Arabia	https://en.wikipedia.org/wiki/King_Khaled_Military_City_Airport
KME	Kamembe Airport	Cyangugu, Rwanda	https://en.wikipedia.org/wiki/Kamembe_Airport
KMF	Kamina Airport	Kamina, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KMG	Kunming Changshui International Airport	Kunming, Yunnan, China	https://en.wikipedia.org/wiki/Kunming_Changshui_International_Airport
KMH	Johan Pienaar Airport	Kuruman, South Africa	https://en.wikipedia.org/wiki/Johan_Pienaar_Airport
KMI	Miyazaki Airport	Miyazaki, Kyushu, Japan	https://en.wikipedia.org/wiki/Miyazaki_Airport
KMJ	Kumamoto Airport	Mashiki, Kyushu, Japan	https://en.wikipedia.org/wiki/Kumamoto_Airport
KMK	Makabana Airport	Makabana, Republic of the Congo	https://en.wikipedia.org/wiki/Makabana_Airport
KML	Kamileroi Airport	Kamileroi, Queensland, Australia	https://en.wikipedia.org/wiki/Queensland
KMM	Kimam Airport	Kimam, Indonesia	https://en.wikipedia.org/wiki/Indonesia
KMN	Kamina Airport (Kamina Ville Airport)	Kamina, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kamina_Airport
KMO	Manokotak Airport (FAA: MBA)	Manokotak, Alaska, United States	https://en.wikipedia.org/wiki/Manokotak_Airport
KMP	Keetmanshoop Airport	Keetmanshoop, Namibia	https://en.wikipedia.org/wiki/Keetmanshoop_Airport
KMQ	Komatsu Airport (Kanazawa Airport)	Komatsu, Honshu, Japan	https://en.wikipedia.org/wiki/Komatsu_Airport
KMR	Karimui Airport	Karimui, Papua New Guinea	https://en.wikipedia.org/wiki/Karimui
KMS	Kumasi Airport	Kumasi, Ghana	https://en.wikipedia.org/wiki/Kumasi_Airport
KMT	Kampot Airport	Kampot, Cambodia	https://en.wikipedia.org/wiki/Kampot_Airport
KMU	Kismayo Airport (Kisimayu Airport)	Kismayo, Somalia	https://en.wikipedia.org/wiki/Kismayo_Airport
KMV	Kalaymyo Airport (Kalemyo Airport)	Kalaymyo, Myanmar	https://en.wikipedia.org/wiki/Kalaymyo_Airport
KMW	Kostroma Airport	Kostroma, Kostroma Oblast, Russia	https://en.wikipedia.org/wiki/Kostroma_Airport
KMX	King Khalid Air Base	Khamis Mushait, Saudi Arabia	https://en.wikipedia.org/wiki/King_Khalid_Air_Base
KMY	Moser Bay Seaplane Base	Moser Bay, Alaska, United States	https://en.wikipedia.org/wiki/Moser_Bay_Seaplane_Base
KMZ	Kaoma Airport	Kaoma, Zambia	https://en.wikipedia.org/wiki/Kaoma_Airport
KNA	Viña del Mar Airport	Viña del Mar, Chile	https://en.wikipedia.org/wiki/Vi%C3%B1a_del_Mar_Airport
KNB	Kanab Municipal Airport	Kanab, Utah, United States	https://en.wikipedia.org/wiki/Kanab_Municipal_Airport
KND	Kindu Airport	Kindu, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kindu_Airport
KNE	Kanainj Airport	Kanainj, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KNF	RAF Marham	King's Lynn, England, United Kingdom	https://en.wikipedia.org/wiki/RAF_Marham
KNG	Kaimana Airport	Kaimana, Indonesia	https://en.wikipedia.org/wiki/Kaimana_Airport
KNH	Kinmen Airport (Shang Yi Airport)	Kinmen, Taiwan	https://en.wikipedia.org/wiki/Kinmen_Airport
KNI	Katanning Airport	Katanning, Western Australia, Australia	https://en.wikipedia.org/wiki/Katanning_Airport
KNJ	Kindamba Airport	Kindamba, Republic of the Congo	https://en.wikipedia.org/wiki/Kindamba_Airport
KNK	Kokhanok Airport (FAA: 9K2)	Kokhanok, Alaska, United States	https://en.wikipedia.org/wiki/Kokhanok_Airport
KNL	Kelanoa Airport	Kelanoa, Papua New Guinea	https://en.wikipedia.org/wiki/Kelanoa
KNM	Kaniama Airport	Kaniama, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kaniama_Airport
KNN	Kankan Airport (Diankana Airport)	Kankan, Guinea	https://en.wikipedia.org/wiki/Kankan_Airport
KNO	Kualanamu International Airport	Medan, Indonesia	https://en.wikipedia.org/wiki/Kualanamu_International_Airport
KNP	Kapanda Airport	Capanda, Angola	https://en.wikipedia.org/wiki/Kapanda_Airport
KNQ	Koné Airport	Koné, New Caledonia	https://en.wikipedia.org/wiki/Kon%C3%A9_Airport
KNR	Jam Airport	Kangan, Iran	https://en.wikipedia.org/wiki/Jam_Airport
KNS	King Island Airport	King Island, Tasmania, Australia	https://en.wikipedia.org/wiki/King_Island_Airport
KNT	Kennett Memorial Airport (FAA: TKX)	Kennett, Missouri, United States	https://en.wikipedia.org/wiki/Kennett_Memorial_Airport
KNU	Kanpur Airport (Chakeri Air Force Station)	Kanpur, Uttar Pradesh, India	https://en.wikipedia.org/wiki/Kanpur_Airport
KNW	New Stuyahok Airport	New Stuyahok, Alaska, United States	https://en.wikipedia.org/wiki/New_Stuyahok_Airport
KNX	East Kimberley Regional Airport	Kununurra, Western Australia, Australia	https://en.wikipedia.org/wiki/East_Kimberley_Regional_Airport
KNZ	Kéniéba Airport	Kéniéba, Mali	https://en.wikipedia.org/wiki/K%C3%A9ni%C3%A9ba_Airport
KOA	Kona International Airport at Keāhole	Kailua / Kona, Hawaii, United States	https://en.wikipedia.org/wiki/Kona_International_Airport
KOC	Koumac Airport	Koumac, New Caledonia	https://en.wikipedia.org/wiki/Koumac_Airport
KOD	Kotabangun Airport	Kotabangun, Indonesia	https://en.wikipedia.org/wiki/Indonesia
KOE	El Tari Airport	Kupang, Indonesia	https://en.wikipedia.org/wiki/El_Tari_Airport
KOF	Komatipoort Airport	Komatipoort, South Africa	https://en.wikipedia.org/wiki/Komatipoort
KOG	Khong Island Airport	Khong, Laos	https://en.wikipedia.org/wiki/Khong_Island
KOH	Koolatah Airport	Koolatah, Queensland, Australia	https://en.wikipedia.org/wiki/Queensland
KOI	Kirkwall Airport	Kirkwall, Scotland, United Kingdom	https://en.wikipedia.org/wiki/Kirkwall_Airport
KOJ	Kagoshima Airport	Kagoshima, Kyushu, Japan	https://en.wikipedia.org/wiki/Kagoshima_Airport
KOK	Kokkola-Pietarsaari Airport	Kokkola / Jakobstad, Finland	https://en.wikipedia.org/wiki/Kokkola-Pietarsaari_Airport
KOL	Koumala Airport	Koumala, Central African Republic	https://en.wikipedia.org/wiki/Koumala_Airport
KOM	Komo-Manda Airport	Komo-Manda, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KON	Kontum Airport	Kon Tum, Vietnam	https://en.wikipedia.org/wiki/Kon_Tum
KOO	Kongolo Airport	Kongolo, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kongolo_Airport
KOP	Nakhon Phanom Airport	Nakhon Phanom, Thailand	https://en.wikipedia.org/wiki/Nakhon_Phanom_Airport
KOQ	Köthen Airport	Köthen, Saxony-Anhalt, Germany	https://en.wikipedia.org/wiki/K%C3%B6then_(Anhalt)
KOR	Kakoro Airport	Kakoro, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KOS	Sihanoukville International Airport (Kaong Kang Airport)	Sihanoukville, Cambodia	https://en.wikipedia.org/wiki/Sihanoukville_International_Airport
KOT	Kotlik Airport (FAA: 2A9)	Kotlik, Alaska, United States	https://en.wikipedia.org/wiki/Kotlik_Airport
KOU	Koulamoutou Airport	Koulamoutou, Gabon	https://en.wikipedia.org/wiki/Koulamoutou_Airport
KOV	Kokshetau Airport	Kokshetau, Kazakhstan	https://en.wikipedia.org/wiki/Kokshetau_Airport
KOW	Ganzhou Huangjin Airport	Ganzhou, Jiangxi, China	https://en.wikipedia.org/wiki/Ganzhou_Huangjin_Airport
KOX	Kokonao Airport	Kokonao, Indonesia	https://en.wikipedia.org/wiki/Indonesia
KOY	Olga Bay Seaplane Base	Olga Bay, Alaska, United States	https://en.wikipedia.org/wiki/Olga_Bay_Seaplane_Base
KOZ	Ouzinkie Airport (FAA: 4K5)	Ouzinkie, Alaska, United States	https://en.wikipedia.org/wiki/Ouzinkie_Airport
KPA	Kopiago Airport	Kopiago, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KPB	Point Baker Seaplane Base	Point Baker, Alaska, United States	https://en.wikipedia.org/wiki/Point_Baker_Seaplane_Base
KPC	Port Clarence Coast Guard Station	Port Clarence, Alaska, United States	https://en.wikipedia.org/wiki/Port_Clarence_Coast_Guard_Station
KPE	Yapsiei Airport	Yapsiei, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KPF	Kondubol Airport	Kondubol, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KPG	Kurupung Airport	Kurupung, Guyana	https://en.wikipedia.org/wiki/Kurupung
KPI	Kapit Airport	Kapit, Sarawak, Malaysia	https://en.wikipedia.org/wiki/Kapit_Airport
KPL	Kapal Airport	Kapal, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
KPM	Kompiam Airport	Kompiam, Papua New Guinea	https://en.wikipedia.org/wiki/Kompiam
KPN	Kipnuk Airport (FAA: IIK)	Kipnuk, Alaska, United States	https://en.wikipedia.org/wiki/Kipnuk_Airport
KPO	Pohang Airport	Pohang, South Korea	https://en.wikipedia.org/wiki/Pohang_Airport
KPP	Kalpowar Airport	Kalpowar, Queensland, Australia	https://en.wikipedia.org/wiki/Kalpowar,_Queensland
KPR	Port Williams Seaplane Base	Port Williams, Alaska, United States	https://en.wikipedia.org/wiki/Port_Williams_Seaplane_Base
KPS	Kempsey Airport	Kempsey, New South Wales, Australia	https://en.wikipedia.org/wiki/Kempsey_Airport
KPT	Jackpot Airport (Hayden Field) (FAA: 06U)	Jackpot, Nevada, United States	https://en.wikipedia.org/wiki/Jackpot_Airport
