BCV	Hector Silva Airstrip	Belmopan, Belize	https://en.wikipedia.org/wiki/Hector_Silva_Airstrip
BCW	Benguerra Island Airport	Benguerra Island, Mozambique	https://en.wikipedia.org/wiki/Benguerra_Island_Airport
BCX	Beloretsk Airport	Beloretsk, Republic of Bashkortostan, Russia	https://en.wikipedia.org/wiki/Beloretsk
BCY	Bulchi Airport	Bulchi, Ethiopia	https://en.wikipedia.org/wiki/Ethiopia
BCZ	Bickerton Island Airport	Bickerton Island, Northern Territory, Australia	https://en.wikipedia.org/wiki/Bickerton_Island
BDA	L.F. Wade International Airport	Hamilton, British Overseas Territory of Bermuda	https://en.wikipedia.org/wiki/L.F._Wade_International_Airport
BDB	Bundaberg Airport	Bundaberg, Queensland, Australia	https://en.wikipedia.org/wiki/Bundaberg_Airport
BDC	Barra do Corda Airport	Barra do Corda, Maranhão, Brazil	https://en.wikipedia.org/wiki/Barra_do_Corda
BDD	Badu Island Airport	Badu Island, Queensland, Australia	https://en.wikipedia.org/wiki/Badu_Island_Airport
BDE	Baudette International Airport	Baudette, Minnesota, United States	https://en.wikipedia.org/wiki/Baudette_International_Airport
BDF	Rinkenberger RLA Airport (FAA: 3IS8)	Bradford, Illinois, United States	https://en.wikipedia.org/wiki/Bradford,_Illinois
BDG	Blanding Municipal Airport	Blanding, Utah, United States	https://en.wikipedia.org/wiki/Blanding_Municipal_Airport
BDH	Bandar Lengeh Airport	Bandar Lengeh, Iran	https://en.wikipedia.org/wiki/Bandar_Lengeh_Airport
BDI	Bird Island Airport	Bird Island, Seychelles	https://en.wikipedia.org/wiki/Bird_Island_Airport
BDJ	Syamsudin Noor Airport	Banjarmasin, Indonesia	https://en.wikipedia.org/wiki/Syamsudin_Noor_Airport
BDK	Soko Airport	Bondoukou, Ivory Coast	https://en.wikipedia.org/wiki/Soko_Airport
BDL	Bradley International Airport	Windsor Locks / Hartford, Connecticut, United States	https://en.wikipedia.org/wiki/Bradley_International_Airport
BDM	Bandırma Airport	Bandırma, Turkey	https://en.wikipedia.org/wiki/Band%C4%B1rma_Airport
BDN	Talhar Airport	Badin, Pakistan	https://en.wikipedia.org/wiki/Badin
BDO	Husein Sastranegara International Airport	Bandung, Indonesia	https://en.wikipedia.org/wiki/Husein_Sastranegara_International_Airport
BDP	Bhadrapur Airport (Chandragadhi Airport)	Bhadrapur / Chandragadhi, Nepal	https://en.wikipedia.org/wiki/Bhadrapur_Airport
BDQ	Vadodara Airport (Civil Airport Harni)	Vadodara, Gujarat, India	https://en.wikipedia.org/wiki/Vadodara_Airport
BDR	Igor I. Sikorsky Memorial Airport	Bridgeport, Connecticut, United States	https://en.wikipedia.org/wiki/Igor_I._Sikorsky_Memorial_Airport
BDS	Brindisi – Salento Airport	Brindisi, Apulia, Italy	https://en.wikipedia.org/wiki/Brindisi_%E2%80%93_Salento_Airport
BDT	Gbadolite Airport	Gbadolite, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Gbadolite_Airport
BDU	Bardufoss Airport	Bardufoss, Norway	https://en.wikipedia.org/wiki/Bardufoss_Airport
BDV	Moba Airport	Moba, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Moba_Airport
BDW	Bedford Downs Airport	Bedford Downs, Western Australia, Australia	https://en.wikipedia.org/wiki/Bedford_Downs_Station
BDX	Broadus Airport	Broadus, Montana, United States	https://en.wikipedia.org/wiki/Broadus_Airport
BDY	Bandon State Airport (FAA: S05)	Bandon, Oregon, United States	https://en.wikipedia.org/wiki/Bandon_State_Airport
BDZ	Baindoung Airport	Baindoung, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
BEA	Bereina Airport	Bereina, Papua New Guinea	https://en.wikipedia.org/wiki/Bereina
BEB	Benbecula Airport	Benbecula, Scotland	https://en.wikipedia.org/wiki/Benbecula_Airport
BEC	Beech Factory Airport	Wichita, Kansas, United States	https://en.wikipedia.org/wiki/Beech_Factory_Airport
BED	Laurence G. Hanscom Field	Bedford, Massachusetts, United States	https://en.wikipedia.org/wiki/Hanscom_Field
BEE	Beagle Bay Airport	Beagle Bay, Western Australia, Australia	https://en.wikipedia.org/wiki/Beagle_Bay_Community
BEF	Bluefields Airport	Bluefields, Nicaragua	https://en.wikipedia.org/wiki/Bluefields_Airport
BEG	Belgrade Nikola Tesla Airport	Belgrade, Serbia	https://en.wikipedia.org/wiki/Belgrade_Nikola_Tesla_Airport
BEH	Southwest Michigan Regional Airport	Benton Harbor, Michigan, United States	https://en.wikipedia.org/wiki/Southwest_Michigan_Regional_Airport
BEI	Beica Airport	Beica, Ethiopia	https://en.wikipedia.org/wiki/Beica_Airport
BEJ	Kalimarau Airport	Tanjung Redeb, Indonesia	https://en.wikipedia.org/wiki/Kalimarau_Airport
BEK	Bareilly Airport	Bareilly, Uttar Pradesh, India	https://en.wikipedia.org/wiki/Bareilly_Airport
BEL	Val de Cans International Airport	Belém, Pará, Brazil	https://en.wikipedia.org/wiki/Val_de_Cans_International_Airport
BEM	Beni Mellal Airport	Beni Mellal, Morocco	https://en.wikipedia.org/wiki/Beni_Mellal_Airport
BEN	Benina International Airport	Benghazi, Libya	https://en.wikipedia.org/wiki/Benina_International_Airport
BEO	Lake Macquarie Airport (Belmont Airport)	Newcastle, New South Wales, Australia	https://en.wikipedia.org#cite_note-2
BEP	Bellary Airport	Bellary, Karnataka, India	https://en.wikipedia.org/wiki/Bellary_Airport
BEQ	RAF Honington	Bury St Edmunds, England	https://en.wikipedia.org/wiki/RAF_Honington
BER	Berlin Brandenburg Airport	Berlin, Germany	https://en.wikipedia.org/wiki/Berlin_Brandenburg_Airport
BES	Brest Bretagne Airport	Brest, Brittany, France	https://en.wikipedia.org/wiki/Brest_Bretagne_Airport
BET	Bethel Airport	Bethel, Alaska, United States	https://en.wikipedia.org/wiki/Bethel_Airport
BEU	Bedourie Airport	Bedourie, Queensland, Australia	https://en.wikipedia.org/wiki/Bedourie_Airport
BEV	Beersheba Airport	Beersheba, Israel	https://en.wikipedia.org/wiki/Be%27er_Sheva_(Teyman)_Airport
BEW	Beira Airport	Beira, Mozambique	https://en.wikipedia.org/wiki/Beira_Airport
BEX	RAF Benson	Benson, England	https://en.wikipedia.org/wiki/RAF_Benson
BEY	Beirut–Rafic Hariri International Airport / Beirut Air Base	Beirut, Lebanon	https://en.wikipedia.org/wiki/Beirut%E2%80%93Rafic_Hariri_International_Airport
BEZ	Beru Island Airport	Beru Island, Kiribati	https://en.wikipedia.org/wiki/Beru_Island_Airport
BFA	Bahía Negra Airport	Bahía Negra, Paraguay	https://en.wikipedia.org#cite_note-IATA-1
BFC	Bloomfield Airport	Bloomfield, Queensland, Australia	https://en.wikipedia.org/wiki/Bloomfield,_Queensland
BFD	Bradford Regional Airport	Bradford, Pennsylvania, United States	https://en.wikipedia.org/wiki/Bradford_Regional_Airport
BFE	Bielefeld Airport	Bielefeld, North Rhine-Westphalia, Germany	https://en.wikipedia.org/wiki/Bielefeld
BFF	Western Nebraska Regional Airport (William B. Heilig Field)	Scottsbluff, Nebraska, United States	https://en.wikipedia.org/wiki/Western_Nebraska_Regional_Airport
BFG	Bullfrog Basin Airport (FAA: U07)	Glen Canyon, Utah, United States	https://en.wikipedia.org/wiki/Bullfrog_Basin_Airport
BFH	Bacacheri Airport	Curitiba, Paraná, Brazil	https://en.wikipedia.org/wiki/Bacacheri_Airport
BFI	Boeing Field/King County International Airport	Seattle, Washington, United States	https://en.wikipedia.org/wiki/Boeing_Field
BFJ	Bijie Feixiong Airport	Bijie, Guizhou, China	https://en.wikipedia.org/wiki/Bijie_Feixiong_Airport
BFK	Buckley Space Force Base	Aurora, Colorado, United States	https://en.wikipedia.org/wiki/Buckley_Space_Force_Base
BFL	Meadows Field Airport	Bakersfield, California, United States	https://en.wikipedia.org/wiki/Meadows_Field_Airport
BFM	Mobile Downtown Airport	Mobile, Alabama, United States	https://en.wikipedia.org/wiki/Mobile_Downtown_Airport
BFN	Bloemfontein Airport	Bloemfontein, South Africa	https://en.wikipedia.org/wiki/Bloemfontein_Airport
BFO	Buffalo Range Airport	Chiredzi, Zimbabwe	https://en.wikipedia.org/wiki/Buffalo_Range_Airport
BFP	Beaver County Airport (FAA: BVI)	Beaver Falls, Pennsylvania, United States	https://en.wikipedia.org/wiki/Beaver_County_Airport
BFQ	Bahía Piña Airport	Puerto Piña, Panama	https://en.wikipedia.org/wiki/Bah%C3%ADa_Pi%C3%B1a_Airport
BFR	Virgil I. Grissom Municipal Airport	Bedford, Indiana, United States	https://en.wikipedia.org/wiki/Virgil_I._Grissom_Municipal_Airport
BFS	Belfast International Airport	Belfast, Northern Ireland	https://en.wikipedia.org/wiki/Belfast_International_Airport
BFT	Beaufort County Airport (FAA: ARW)	Beaufort County, South Carolina, United States	https://en.wikipedia.org/wiki/Beaufort_County_Airport
BFU	Bengbu Airport	Bengbu, Anhui, China	https://en.wikipedia.org/wiki/Bengbu_Airport
BFV	Buriram Airport	Buriram, Thailand	https://en.wikipedia.org/wiki/Buriram_Airport
BFW	Sidi Bel Abbès Airport	Sidi Bel Abbès, Algeria	https://en.wikipedia.org/wiki/Sidi_Bel_Abb%C3%A8s_Airport
BFX	Bafoussam Airport	Bafoussam, Cameroon	https://en.wikipedia.org/wiki/Bafoussam_Airport
BGA	Palonegro International Airport	Bucaramanga, Colombia	https://en.wikipedia.org/wiki/Palonegro_International_Airport
BGB	Booué Airport	Booué, Gabon	https://en.wikipedia.org/wiki/Boou%C3%A9_Airport
BGC	Bragança Airport	Bragança, Portugal	https://en.wikipedia.org/wiki/Bragan%C3%A7a_Airport
BGD	Hutchinson County Airport	Borger, Texas, United States	https://en.wikipedia.org/wiki/Hutchinson_County_Airport
BGE	Decatur County Industrial Air Park	Bainbridge, Georgia, United States	https://en.wikipedia.org/wiki/Decatur_County_Industrial_Air_Park
BGF	Bangui M'Poko International Airport	Bangui, Central African Republic	https://en.wikipedia.org/wiki/Bangui_M%27Poko_International_Airport
BGG	Bingöl Airport	Bingöl, Turkey	https://en.wikipedia.org/wiki/Bing%C3%B6l_Airport
BGH	Abbaye Airport	Bogué, Mauritania	https://en.wikipedia.org/wiki/Abbaye_Airport
BGI	Grantley Adams International Airport	Bridgetown, Barbados	https://en.wikipedia.org/wiki/Grantley_Adams_International_Airport
BGJ	Borgarfjörður Eystri Airport	Borgarfjörður Eystri, Iceland	https://en.wikipedia.org/wiki/Borgarfj%C3%B6r%C3%B0ur_Eystri
BGK	Big Creek Airport	Big Creek, Belize	https://en.wikipedia.org/wiki/Big_Creek_Airport_(Belize)
BGL	Baglung Airport	Baglung, Nepal	https://en.wikipedia.org/wiki/Baglung_Airport
BGM	Greater Binghamton Airport (Edwin A. Link Field)	Binghamton, New York, United States	https://en.wikipedia.org/wiki/Greater_Binghamton_Airport
BGN	Belaya Gora Airport	Belaya Gora, Yakutia, Russia	https://en.wikipedia.org/wiki/Belaya_Gora_Airport
BGO	Bergen Airport, Flesland	Bergen, Norway	https://en.wikipedia.org/wiki/Bergen_Airport,_Flesland
BGP	Bongo Airport	Bongo, Gabon	https://en.wikipedia.org/wiki/Gabon
BGQ	Big Lake Airport	Big Lake, Alaska, United States	https://en.wikipedia.org/wiki/Big_Lake_Airport
BGR	Bangor International Airport	Bangor, Maine, United States	https://en.wikipedia.org/wiki/Bangor_International_Airport
BGT	Bagdad Airport (FAA: E51)	Bagdad, Arizona, United States	https://en.wikipedia.org/wiki/Bagdad_Airport
BGU	Bangassou Airport	Bangassou, Central African Republic	https://en.wikipedia.org/wiki/Bangassou_Airport
BGV	Bento Gonçalves Airport	Bento Gonçalves, Rio Grande do Sul, Brazil	https://en.wikipedia.org/wiki/Bento_Gon%C3%A7alves,_Rio_Grande_do_Sul
BGW	Baghdad International Airport	Baghdad, Iraq	https://en.wikipedia.org/wiki/Baghdad_International_Airport
BGX	Comandante Gustavo Kraemer Airport	Bagé, Rio Grande do Sul, Brazil	https://en.wikipedia.org/wiki/Comandante_Gustavo_Kraemer_Airport
BGY	Il Caravaggio International Airport (Orio al Serio Airport)	Milan / Bergamo, Lombardy, Italy	https://en.wikipedia.org/wiki/Il_Caravaggio_International_Airport
BGZ	Braga Airport	Braga, Portugal	https://en.wikipedia.org/wiki/Braga_Airport
BHA	Los Perales Airport	Bahía de Caráquez, Ecuador	https://en.wikipedia.org/wiki/Los_Perales_Airport
BHB	Hancock County-Bar Harbor Airport	Bar Harbor, Maine, United States	https://en.wikipedia.org/wiki/Hancock_County-Bar_Harbor_Airport
BHD	George Best Belfast City Airport	Belfast, Northern Ireland	https://en.wikipedia.org/wiki/George_Best_Belfast_City_Airport
BHE	Woodbourne Airport	Blenheim, New Zealand	https://en.wikipedia.org/wiki/Woodbourne_Airport
BHF	Bahía Cupica Airport	Bahía Cupica, Colombia	https://en.wikipedia.org/wiki/Colombia
BHG	Brus Laguna Airport	Brus Laguna, Honduras	https://en.wikipedia.org/wiki/Brus_Laguna_Airport
BHH	Bisha Domestic Airport	Bisha, Saudi Arabia	https://en.wikipedia.org/wiki/Bisha_Domestic_Airport
BHI	Comandante Espora Airport	Bahía Blanca, Buenos Aires, Argentina	https://en.wikipedia.org/wiki/Comandante_Espora_Airport
BHJ	Bhuj Airport / Bhuj Rudra Mata Air Force Base	Bhuj, Gujarat, India	https://en.wikipedia.org/wiki/Bhuj_Airport
BHK	Bukhara International Airport	Bukhara, Uzbekistan	https://en.wikipedia.org/wiki/Bukhara_International_Airport
BHL	Bahía de los Ángeles Airport	Bahía de los Ángeles, Baja California, Mexico	https://en.wikipedia.org/wiki/Bah%C3%ADa_de_los_%C3%81ngeles_Airport
BHM	Birmingham–Shuttlesworth International Airport	Birmingham, Alabama, United States	https://en.wikipedia.org/wiki/Birmingham%E2%80%93Shuttlesworth_International_Airport
BHN	Beihan Airport	Beihan, Yemen	https://en.wikipedia.org/wiki/Beihan_Airport
BHO	Raja Bhoj Airport	Bhopal, Madhya Pradesh, India	https://en.wikipedia.org/wiki/Raja_Bhoj_Airport
BHP	Bhojpur Airport	Bhojpur, Nepal	https://en.wikipedia.org/wiki/Bhojpur_Airport
BHQ	Broken Hill Airport	Broken Hill, New South Wales, Australia	https://en.wikipedia.org/wiki/Broken_Hill_Airport
BHR	Bharatpur Airport	Bharatpur, Nepal	https://en.wikipedia.org/wiki/Bharatpur_Airport
BHS	Bathurst Airport	Bathurst, New South Wales, Australia	https://en.wikipedia.org/wiki/Bathurst_Airport_(New_South_Wales)
BHT	Brighton Downs Airport	Brighton Downs, Queensland, Australia	https://en.wikipedia.org/wiki/Queensland
BHU	Bhavnagar Airport	Bhavnagar, Gujarat, India	https://en.wikipedia.org/wiki/Bhavnagar_Airport
BHV	Bahawalpur Airport	Bahawalpur, Pakistan	https://en.wikipedia.org/wiki/Bahawalpur_Airport
BHW	Bhagatanwala Airport	Sargodha, Pakistan	https://en.wikipedia.org/wiki/Sargodha
BHX	Birmingham Airport	Birmingham, England	https://en.wikipedia.org/wiki/Birmingham_Airport
BHY	Beihai Fucheng Airport	Beihai, Guangxi, China	https://en.wikipedia.org/wiki/Beihai_Fucheng_Airport
BHZ	metropolitan area3	Belo Horizonte, Minas Gerais, Brazil	https://en.wikipedia.org#cite_note-IATA-1
BIA	Bastia – Poretta Airport	Bastia, Corsica, France	https://en.wikipedia.org/wiki/Bastia_%E2%80%93_Poretta_Airport
BIB	Baidoa Airport	Baidoa, Somalia	https://en.wikipedia.org/wiki/Baidoa_Airport
BID	Block Island State Airport	Block Island, Rhode Island, United States	https://en.wikipedia.org/wiki/Block_Island_State_Airport
BIE	Beatrice Municipal Airport	Beatrice, Nebraska, United States	https://en.wikipedia.org/wiki/Beatrice_Municipal_Airport
BIF	Biggs Army Airfield	El Paso, Texas, United States	https://en.wikipedia.org/wiki/Biggs_Army_Airfield
BIG	Allen Army Airfield	Delta Junction, Alaska, United States	https://en.wikipedia.org/wiki/Allen_Army_Airfield
BIH	Eastern Sierra Regional Airport	Bishop, California, United States	https://en.wikipedia.org/wiki/Eastern_Sierra_Regional_Airport
BII	Bikini Atoll Airport	Bikini Atoll, Marshall Islands	https://en.wikipedia.org/wiki/Bikini_Atoll_Airport
BIJ	Biliau Airport	Biliau, Papua New Guinea	https://en.wikipedia.org/wiki/Biliau
BIK	Frans Kaisiepo Airport	Biak, Indonesia	https://en.wikipedia.org/wiki/Frans_Kaisiepo_Airport
BIL	Billings Logan International Airport	Billings, Montana, United States	https://en.wikipedia.org/wiki/Billings_Logan_International_Airport
BIM	South Bimini Airport	Bimini, Bahamas	https://en.wikipedia.org/wiki/South_Bimini_Airport
BIN	Bamyan Airport	Bamyan, Afghanistan	https://en.wikipedia.org/wiki/Bamyan_Airport
BIO	Bilbao Airport	Bilbao, Basque Country, Spain	https://en.wikipedia.org/wiki/Bilbao_Airport
BIP	Bulimba Airport	Bulimba, Queensland, Australia	https://en.wikipedia.org/wiki/Queensland
BIQ	Biarritz Pays Basque Airport	Biarritz, Aquitaine, France	https://en.wikipedia.org/wiki/Biarritz_%E2%80%93_Anglet_%E2%80%93_Bayonne_Airport
BIR	Biratnagar Airport	Biratnagar, Nepal	https://en.wikipedia.org/wiki/Biratnagar_Airport
BIS	Bismarck Municipal Airport	Bismarck, North Dakota, United States	https://en.wikipedia.org/wiki/Bismarck_Municipal_Airport
BIT	Baitadi Airport	Baitadi, Nepal	https://en.wikipedia.org/wiki/Baitadi_Airport
BIU	Bíldudalur Airport	Bíldudalur, Iceland	https://en.wikipedia.org/wiki/B%C3%ADldudalur_Airport
BIV	Bria Airport	Bria, Central African Republic	https://en.wikipedia.org/wiki/Bria_Airport
BIW	Billiluna Airport	Billiluna, Western Australia, Australia	https://en.wikipedia.org/wiki/Western_Australia
BIX	Keesler Air Force Base	Biloxi, Mississippi, United States	https://en.wikipedia.org/wiki/Keesler_Air_Force_Base
BIY	Bhisho Airport	Bhisho, South Africa	https://en.wikipedia.org/wiki/Bhisho_Airport
BIZ	Bimin Airport	Bimin, Papua New Guinea	https://en.wikipedia.org/wiki/Bimin
BJA	Soummam – Abane Ramdane Airport	Béjaïa, Algeria	https://en.wikipedia.org/wiki/Soummam_%E2%80%93_Abane_Ramdane_Airport
BJB	Bojnord Airport	Bojnord, Iran	https://en.wikipedia.org/wiki/Bojnord_Airport
BJC	Rocky Mountain Metropolitan Airport	Denver, Colorado, United States	https://en.wikipedia.org/wiki/Rocky_Mountain_Metropolitan_Airport
BJD	Bakkafjörður Airport	Bakkafjörður, Iceland	https://en.wikipedia.org/wiki/Bakkafj%C3%B6r%C3%B0ur
BJE	Baleela Airport	Baleela, Sudan	https://en.wikipedia.org#cite_note-IATA-1
BJF	Båtsfjord Airport	Båtsfjord, Norway	https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport
BJG	Kotamobagu Mopait Airport	Kotamobagu, Indonesia	https://en.wikipedia.org#cite_note-IATA-1
BJH	Bajhang Airport	Bajhang, Nepal	https://en.wikipedia.org/wiki/Bajhang_Airport
BJI	Bemidji Regional Airport	Bemidji, Minnesota, United States	https://en.wikipedia.org/wiki/Bemidji_Regional_Airport
BJJ	Wayne County Airport	Wooster, Ohio, United States	https://en.wikipedia.org/wiki/Wayne_County_Airport_(Ohio)
BJK	Benjina Airport (Nangasuri Airport)	Benjina, Indonesia	https://en.wikipedia.org/wiki/Benjina_Airport
BJL	Banjul International Airport	Banjul, Gambia	https://en.wikipedia.org/wiki/Banjul_International_Airport
BJM	Bujumbura International Airport	Bujumbura, Burundi	https://en.wikipedia.org/wiki/Bujumbura_International_Airport
BJN	Bajone Airport	Bajone, Mozambique	https://en.wikipedia.org/wiki/Mozambique
BJO	Bermejo Airport	Bermejo, Bolivia	https://en.wikipedia.org/wiki/Bermejo_Airport
BJP	Arthur Siqueira–Bragança Paulista State Airport	Bragança Paulista, São Paulo, Brazil	https://en.wikipedia.org/wiki/Bragan%C3%A7a_Paulista_Airport
BJQ	Bahja Airport	Bahja, Oman	https://en.wikipedia.org#cite_note-IATA-1
BJR	Bahir Dar Airport	Bahir Dar, Ethiopia	https://en.wikipedia.org/wiki/Bahir_Dar_Airport
BJS	metropolitan area4	Beijing, China	https://en.wikipedia.org#cite_note-IATA-1
BJT	Bentota River Airport	Bentota, Sri Lanka	https://en.wikipedia.org/wiki/Bentota_River_Airport
BJU	Bajura Airport	Bajura, Nepal	https://en.wikipedia.org/wiki/Bajura_Airport
BJV	Milas–Bodrum Airport	Milas / Bodrum, Turkey	https://en.wikipedia.org/wiki/Milas%E2%80%93Bodrum_Airport
BJW	Bajawa Soa Airport	Bajawa, Indonesia	https://en.wikipedia.org/wiki/Bajawa_Soa_Airport
BJX	Del Bajío International Airport (Guanajuato Int'l Airport)	León, Guanajuato, Mexico	https://en.wikipedia.org/wiki/Del_Baj%C3%ADo_International_Airport
BJY	Batajnica Air Base	Batajnica, Serbia	https://en.wikipedia.org/wiki/Batajnica_Air_Base
BJZ	Badajoz Airport (Talavera la Real Air Base)	Badajoz, Extremadura, Spain	https://en.wikipedia.org/wiki/Badajoz_Airport
BKB	Nal Airport	Bikaner, Rajasthan, India	https://en.wikipedia.org/wiki/Nal_Airport
BKC	Buckland Airport (FAA: BVK)	Buckland, Alaska, United States	https://en.wikipedia.org/wiki/Buckland_Airport
BKD	Stephens County Airport	Breckenridge, Texas, United States	https://en.wikipedia.org/wiki/Breckenridge,_Texas
BKE	Baker City Municipal Airport	Baker City, Oregon, United States	https://en.wikipedia.org/wiki/Baker_City_Municipal_Airport
BKF	Lake Brooks Seaplane Base	Brooks Camp, Alaska, United States	https://en.wikipedia.org/wiki/Lake_Brooks_Seaplane_Base
BKG	Branson Airport (FAA: BBG)	Branson, Missouri, United States	https://en.wikipedia.org/wiki/Branson_Airport
BKH	Barking Sands PMRF	Kekaha, Hawaii, United States	https://en.wikipedia.org/wiki/Pacific_Missile_Range_Facility
BKI	Kota Kinabalu International Airport	Kota Kinabalu, Sabah, Malaysia	https://en.wikipedia.org/wiki/Kota_Kinabalu_International_Airport
BKJ	Boké Baralande Airport	Boké, Guinea	https://en.wikipedia.org/wiki/Bok%C3%A9_Baralande_Airport
BKK	Suvarnabhumi Airport	Bangkok, Thailand	https://en.wikipedia.org/wiki/Suvarnabhumi_Airport
BKL	Cleveland Burke Lakefront Airport	Cleveland, Ohio, United States	https://en.wikipedia.org/wiki/Cleveland_Burke_Lakefront_Airport
BKM	Bakelalan Airport	Bakelalan, Sarawak, Malaysia	https://en.wikipedia.org/wiki/Bakelalan_Airport
BKN	Balkanabat Airport	Balkanabat, Turkmenistan	https://en.wikipedia.org/wiki/Balkanabat_Airport
BKO	Bamako–Sénou International Airport	Bamako, Mali	https://en.wikipedia.org/wiki/Bamako%E2%80%93S%C3%A9nou_International_Airport
BKP	Barkly Downs Airport	Barkly Downs, Queensland, Australia	https://en.wikipedia.org/wiki/Barkly,_Queensland
BKQ	Blackall Airport	Blackall, Queensland, Australia	https://en.wikipedia.org/wiki/Blackall_Airport
BKR	Bokoro Airport	Bokoro, Chad	https://en.wikipedia.org/wiki/Bokoro_Airport
BKS	Fatmawati Soekarno Airport	Bengkulu, Indonesia	https://en.wikipedia.org/wiki/Fatmawati_Soekarno_Airport
BKT	Blackstone Army Airfield (Allen C. Perkinson Airport)	Blackstone, Virginia, United States	https://en.wikipedia.org/wiki/Blackstone_Army_Airfield
BKU	Betioky Airport	Betioky, Madagascar	https://en.wikipedia.org/wiki/Betioky
BKW	Raleigh County Memorial Airport	Beckley, West Virginia, United States	https://en.wikipedia.org/wiki/Raleigh_County_Memorial_Airport
BKX	Brookings Regional Airport	Brookings, South Dakota, United States	https://en.wikipedia.org/wiki/Brookings_Regional_Airport
BKY	Kavumu Airport	Bukavu, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Kavumu_Airport
BKZ	Bukoba Airport	Bukoba, Tanzania	https://en.wikipedia.org/wiki/Bukoba_Airport
BLA	General José Antonio Anzoátegui International Airport	Barcelona, Venezuela	https://en.wikipedia.org/wiki/General_Jos%C3%A9_Antonio_Anzo%C3%A1tegui_International_Airport
BLB	Panamá Pacífico International Airport (former Howard AFB)	Panama Pacifico, Panama	https://en.wikipedia.org/wiki/Panam%C3%A1_Pac%C3%ADfico_International_Airport
BLC	Bali Airport	Bali, Cameroon	https://en.wikipedia.org/wiki/Bali_Airport
BLD	Boulder City Municipal Airport (FAA: 61B)	Boulder City, Nevada, United States	https://en.wikipedia.org/wiki/Boulder_City_Municipal_Airport
BLE	Dala Airport (Borlänge Airport)	Borlänge, Sweden	https://en.wikipedia.org/wiki/Dala_Airport
BLF	Mercer County Airport	Bluefield, West Virginia, United States	https://en.wikipedia.org/wiki/Mercer_County_Airport_(West_Virginia)
BLG	Belaga Airport	Belaga, Sarawak, Malaysia	https://en.wikipedia.org/wiki/Belaga_Airport
BLH	Blythe Airport	Blythe, California, United States	https://en.wikipedia.org/wiki/Blythe_Airport
BLI	Bellingham International Airport	Bellingham, Washington, United States	https://en.wikipedia.org/wiki/Bellingham_International_Airport
BLJ	Mostépha Ben Boulaid Airport	Batna, Algeria	https://en.wikipedia.org/wiki/Most%C3%A9pha_Ben_Boulaid_Airport
BLK	Blackpool Airport	Blackpool, England	https://en.wikipedia.org/wiki/Blackpool_Airport
BLL	Billund Airport	Billund, Denmark	https://en.wikipedia.org/wiki/Billund_Airport
BLM	Monmouth Executive Airport	Belmar / Farmingdale, New Jersey, United States	https://en.wikipedia.org/wiki/Monmouth_Executive_Airport
BLN	Benalla Airport	Benalla, Victoria, Australia	https://en.wikipedia.org/wiki/Benalla_Airport
BLO	Blönduós Airport	Blönduós, Iceland	https://en.wikipedia.org/wiki/Bl%C3%B6ndu%C3%B3s_Airport
BLP	Huallaga Airport	Bellavista, Peru	https://en.wikipedia.org/wiki/Bellavista,_Bellavista
BLQ	Bologna Guglielmo Marconi Airport	Bologna, Emilia-Romagna, Italy	https://en.wikipedia.org/wiki/Bologna_Guglielmo_Marconi_Airport
BLR	Kempegowda International Airport	Bangalore, Karnataka, India	https://en.wikipedia.org/wiki/Kempegowda_International_Airport
BLS	Bollon Airport	Bollon, Queensland, Australia	https://en.wikipedia.org/wiki/Bollon
BLT	Blackwater Airport	Blackwater, Queensland, Australia	https://en.wikipedia.org/wiki/Blackwater_Airport
BLU	Blue Canyon–Nyack Airport	Emigrant Gap, California, United States	https://en.wikipedia.org/wiki/Blue_Canyon%E2%80%93Nyack_Airport
BLV	MidAmerica St. Louis Airport / Scott Air Force Base	Belleville, Illinois, United States	https://en.wikipedia.org/wiki/MidAmerica_St._Louis_Airport
BLX	Belluno Airport	Belluno, Veneto, Italy	https://en.wikipedia.org/wiki/Belluno_Airport
BLY	Belmullet Aerodrome	Belmullet, Ireland	https://en.wikipedia.org/wiki/Belmullet_Aerodrome
BLZ	Chileka International Airport	Blantyre, Malawi	https://en.wikipedia.org/wiki/Chileka_International_Airport
BMA	Stockholm Bromma Airport	Stockholm, Sweden	https://en.wikipedia.org/wiki/Stockholm_Bromma_Airport
BMB	Bumba Airport	Bumba, Democratic Republic of the Congo	https://en.wikipedia.org/wiki/Bumba_Airport
BMC	Brigham City Airport	Brigham City, Utah, United States	https://en.wikipedia.org/wiki/Brigham_City_Airport
BMD	Belo sur Tsiribihina Airport	Belo sur Tsiribihina, Madagascar	https://en.wikipedia.org/wiki/Belo_sur_Tsiribihina_Airport
BME	Broome International Airport	Broome, Western Australia, Australia	https://en.wikipedia.org/wiki/Broome_International_Airport
BMF	Bakouma Airport	Bakouma, Central African Republic	https://en.wikipedia.org/wiki/Bakouma_Airport
BMG	Monroe County Airport	Bloomington, Indiana, United States	https://en.wikipedia.org/wiki/Monroe_County_Airport_(Indiana)
BMH	Bomai Airport	Bomai, Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
